#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sat Feb 03 15:07:08 EST 2018,88,88,Assignment1Suite,ClearTest0+ EverythingTest0+ GetTest0+ InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0+ SizeTest1+ SizeTest2+ SizeTest3+ , ,ClearTest1- GetTest1- , ,
1,Sat Feb 03 15:13:12 EST 2018,88,0,Assignment1Suite,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest1 , ,
2,Sat Feb 03 15:13:42 EST 2018,88,0,Assignment1Suite,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest1 , ,
3,Sat Feb 03 15:15:05 EST 2018,88,0,Assignment1Suite,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest1 , ,
4,Sat Feb 03 15:17:20 EST 2018,88,0,Assignment1Suite,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest1 , ,
5,Sat Feb 03 15:24:44 EST 2018,82,-6,Assignment1Suite,ClearTest1+ EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 , ,ClearTest0- GetTest1 SizeTest3- , ,
6,Sat Feb 03 15:26:15 EST 2018,88,6,Assignment1Suite,ClearTest0+ EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3+ , ,ClearTest1- GetTest1 , ,
7,Sat Feb 03 15:27:20 EST 2018,88,0,Assignment1Suite,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest1 , ,
8,Sat Feb 03 15:34:18 EST 2018,88,0,Assignment1Suite,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest1 , ,
9,Sat Feb 03 15:34:28 EST 2018,88,0,ClearTestSuite,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest1 , ,
10,Sat Feb 03 15:41:40 EST 2018,88,0,Assignment1Suite,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest1 , ,
11,Sat Feb 03 15:42:27 EST 2018,88,0,Assignment1Suite,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest1 , ,
12,Sat Feb 03 15:53:21 EST 2018,82,-6,Assignment1Suite,ClearTest0 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest0- GetTest1 , ,
13,Sat Feb 03 15:54:28 EST 2018,82,0,Assignment1Suite,ClearTest0 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest0 GetTest1 , ,
14,Sat Feb 03 15:56:14 EST 2018,88,6,Assignment1Suite,ClearTest0 EverythingTest0 GetTest0+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest1 , ,
15,Sat Feb 03 16:00:50 EST 2018,88,0,Assignment1Suite,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest1 , ,
16,Sat Feb 03 16:01:31 EST 2018,82,-6,Assignment1Suite,ClearTest0 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest0- GetTest1 , ,
17,Sat Feb 03 16:01:51 EST 2018,82,0,Assignment1Suite,ClearTest0 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest0 GetTest1 , ,
18,Sat Feb 03 16:10:55 EST 2018,64,-18,Assignment1Suite,ClearTest0 ClearTest1+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0- GetTest0 GetTest1 RemoveTest2- SizeTest1- SizeTest2- , ,
19,Sat Feb 03 16:19:01 EST 2018,88,24,Assignment1Suite,ClearTest0 EverythingTest0+ GetTest0+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2+ RemoveTest3 SizeTest0 SizeTest1+ SizeTest2+ SizeTest3 , ,ClearTest1- GetTest1 , ,
20,Sat Feb 03 16:22:18 EST 2018,88,0,Assignment1Suite,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest1 , ,
21,Sat Feb 03 16:26:45 EST 2018,88,0,Assignment1Suite,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 GetTest1 , ,
22,Sat Feb 03 16:46:09 EST 2018,94,6,Assignment1Suite,ClearTest0 ClearTest1+ EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest1 , ,
23,Sat Feb 03 16:46:25 EST 2018,94,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest1 , ,
24,Sat Feb 03 16:49:21 EST 2018,100,6,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
25,Sat Feb 03 17:30:21 EST 2018,100,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
26,Mon Feb 05 15:35:33 EST 2018,100,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
